trip_id,driver_id,passenger_count,city,pickup_location,dropoff_location,distance_km,duration_minutes,fare,tip,total_amount,payment_method,vehicle_type,driver_rating,status,timestamp
0b7cc4f1,DRV-6880,1,New York,Staten Island,Queens,23.16,59,71.3,3.76,75.06,Digital Wallet,Electric,4.96,Cancelled,2025-11-17 16:57:50.206799
dd2f6619,DRV-2978,3,New York,Brooklyn,JFK Airport,20.64,62,51.05,4.49,55.54,Credit Card,SUV,4.85,Cancelled,2025-11-17 16:57:49.644539
1e7f52db,DRV-2839,2,Miami,Coral Gables,Wynwood,25.49,103,63.22,6.21,69.43,Cash,Comfort,4.82,In Progress,2025-11-17 16:57:48.735429
4c6544f7,DRV-4408,4,Chicago,O'Hare Airport,River North,26.52,114,112.71,0.0,112.71,Credit Card,Premium,4.68,Cancelled,2025-11-17 16:57:47.455961
2196c26b,DRV-5503,3,Miami,Brickell,Coral Gables,5.52,22,28.42,0.0,28.42,Corporate Account,Comfort,4.7,Cancelled,2025-11-17 16:57:45.758398
5ba7cd4e,DRV-9274,4,New York,Queens,Manhattan,18.72,62,35.89,9.39,45.28,Credit Card,SUV,4.89,Cancelled,2025-11-17 16:57:44.700775
2d29785c,DRV-2741,3,New York,Brooklyn,Staten Island,19.98,64,50.28,2.58,52.86,Credit Card,Electric,4.8,Cancelled,2025-11-17 16:57:43.757893
c198f487,DRV-4397,3,Chicago,Wicker Park,Lincoln Park,23.99,98,97.6,2.03,99.63,Digital Wallet,SUV,4.78,Completed,2025-11-17 16:57:43.193146
361c082a,DRV-3984,2,New York,Queens,Brooklyn,31.72,87,163.56,6.28,169.84,Credit Card,Economy,4.76,Cancelled,2025-11-17 16:57:41.315852
794e5999,DRV-4201,2,Miami,Coral Gables,Downtown,14.7,43,34.66,8.69,43.35,Credit Card,Electric,4.6,In Progress,2025-11-17 16:57:40.530961
a66c088e,DRV-1680,3,San Francisco,Mission District,Financial District,18.73,53,65.94,8.52,74.46,Corporate Account,Premium,4.91,In Progress,2025-11-17 16:57:39.819212
510f0c0c,DRV-9887,2,New York,Bronx,Queens,27.1,94,75.55,0.0,75.55,Credit Card,Electric,4.54,Cancelled,2025-11-17 16:57:38.984976
347f53a2,DRV-4526,3,Chicago,Wicker Park,Navy Pier,5.25,14,14.08,4.68,18.76,Cash,Premium,4.83,Completed,2025-11-17 16:57:37.238813
50bf70b4,DRV-4042,4,San Francisco,Downtown,Fisherman's Wharf,20.36,87,38.49,0.0,38.49,Corporate Account,Electric,4.95,Cancelled,2025-11-17 16:57:36.553883
8279828e,DRV-1401,3,New York,Staten Island,Bronx,34.72,147,132.14,3.5,135.64,Corporate Account,Economy,4.58,Completed,2025-11-17 16:57:35.749162
66c21c7b,DRV-9971,3,New York,Bronx,Queens,21.87,95,61.78,7.42,69.2,Debit Card,SUV,4.88,In Progress,2025-11-17 16:57:33.882527
be63be22,DRV-3985,2,San Francisco,Downtown,Mission District,20.59,59,44.4,4.0,48.4,Cash,Comfort,4.81,Completed,2025-11-17 16:57:32.161844
6c61f6a2,DRV-5666,2,Los Angeles,Hollywood,Downtown,27.12,76,84.51,0.0,84.51,Cash,Comfort,4.52,In Progress,2025-11-17 16:57:30.156590
63f4405e,DRV-3230,2,Los Angeles,Beverly Hills,Santa Monica,16.1,42,52.76,9.65,62.41,Debit Card,SUV,4.83,In Progress,2025-11-17 16:57:29.354364
9501cf0e,DRV-7703,1,Los Angeles,Santa Monica,Downtown,10.4,38,24.56,5.01,29.57,Cash,Comfort,4.57,In Progress,2025-11-17 16:57:27.951939
3b7e1507,DRV-9523,3,San Francisco,Fisherman's Wharf,Mission District,34.85,112,85.32,8.76,94.08,Credit Card,SUV,4.99,Cancelled,2025-11-17 16:57:27.147180
fc9d3332,DRV-9652,3,Los Angeles,Hollywood,Santa Monica,14.06,37,34.79,4.15,38.94,Cash,Premium,4.8,Cancelled,2025-11-17 16:57:26.606568
26c1cc3b,DRV-4600,3,Los Angeles,Hollywood,Santa Monica,6.53,22,23.74,4.68,28.42,Debit Card,Comfort,4.93,Cancelled,2025-11-17 16:57:25.093060
22a2447c,DRV-7351,2,New York,LaGuardia Airport,Queens,17.44,71,49.1,3.98,53.08,Digital Wallet,Economy,4.79,Cancelled,2025-11-17 16:57:23.415143
abaf18a8,DRV-1823,3,Chicago,River North,Navy Pier,2.49,8,24.63,6.31,30.94,Debit Card,Premium,4.65,Cancelled,2025-11-17 16:57:22.885131
f2a16a08,DRV-7377,1,San Francisco,Fisherman's Wharf,Financial District,13.32,42,37.31,0.0,37.31,Cash,SUV,4.82,Completed,2025-11-17 16:57:21.339833
8389f973,DRV-2812,3,Los Angeles,Santa Monica,LAX Airport,25.86,84,51.93,8.45,60.38,Digital Wallet,Economy,4.89,Completed,2025-11-17 16:57:20.579116
7b515ca8,DRV-3755,4,Chicago,River North,Navy Pier,7.8,19,25.03,3.54,28.57,Corporate Account,Premium,4.51,Cancelled,2025-11-17 16:57:18.823176
1ab22c9c,DRV-1815,3,Chicago,Loop,Navy Pier,25.67,89,119.26,7.09,126.35,Credit Card,SUV,4.64,Completed,2025-11-17 16:57:17.459814
f672729c,DRV-6613,3,San Francisco,Mission District,Financial District,9.43,33,23.85,4.24,28.09,Corporate Account,Economy,4.8,Completed,2025-11-17 16:57:16.527790
01b2cd36,DRV-6592,4,Los Angeles,Venice Beach,Beverly Hills,34.61,144,105.76,6.79,112.55,Credit Card,Electric,4.94,Completed,2025-11-17 16:57:14.839818
19253043,DRV-6392,2,San Francisco,Mission District,Downtown,13.84,44,33.48,9.41,42.89,Corporate Account,Comfort,4.52,Cancelled,2025-11-17 16:57:14.164841
e6f0b0c3,DRV-5366,4,Miami,MIA Airport,Brickell,2.54,9,11.59,0.0,11.59,Digital Wallet,SUV,4.73,Cancelled,2025-11-17 16:57:13.437083
ae0cc3a1,DRV-3136,1,Miami,Wynwood,Coral Gables,30.12,114,88.8,2.25,91.05,Credit Card,Electric,4.85,Cancelled,2025-11-17 16:57:11.435570
8430daab,DRV-2632,1,Chicago,Lincoln Park,River North,11.86,29,32.68,5.28,37.96,Debit Card,Economy,4.56,Completed,2025-11-17 16:57:10.906275
62014437,DRV-4001,3,New York,Queens,Bronx,23.91,87,43.88,0.0,43.88,Digital Wallet,Electric,4.78,Completed,2025-11-17 16:57:09.923074
1776282d,DRV-5171,2,New York,JFK Airport,Manhattan,21.78,83,46.53,4.3,50.83,Corporate Account,Electric,4.87,Completed,2025-11-17 16:57:08.432653
91e6aa50,DRV-5159,3,New York,Brooklyn,Manhattan,19.06,83,44.95,0.0,44.95,Debit Card,Electric,4.68,Cancelled,2025-11-17 16:57:07.309729
81211a51,DRV-5167,2,San Francisco,Marina,Downtown,20.06,54,55.35,8.82,64.17,Corporate Account,Electric,4.99,Cancelled,2025-11-17 16:57:06.343799
fefd8d42,DRV-8077,1,New York,Bronx,Queens,23.77,99,109.22,2.72,111.94,Cash,SUV,4.99,Completed,2025-11-17 16:57:05.409482
1d37690f,DRV-6843,4,New York,Queens,Manhattan,16.51,58,56.15,4.8,60.95,Debit Card,Premium,4.69,Cancelled,2025-11-17 16:57:03.442040
285106a6,DRV-7477,2,Chicago,Wicker Park,Navy Pier,8.84,27,20.93,8.25,29.18,Digital Wallet,Economy,4.58,In Progress,2025-11-17 16:57:01.614569
bd34d455,DRV-6305,1,Miami,Wynwood,South Beach,13.94,34,30.64,5.97,36.61,Corporate Account,Electric,4.8,In Progress,2025-11-17 16:56:59.911707
eb910c2d,DRV-8837,2,Miami,South Beach,Brickell,31.31,100,158.83,0.0,158.83,Cash,Electric,4.57,Cancelled,2025-11-17 16:56:58.090187
5f1fdfef,DRV-6533,4,San Francisco,Fisherman's Wharf,SFO Airport,2.78,10,13.28,0.0,13.28,Credit Card,Economy,4.9,In Progress,2025-11-17 16:56:56.425064
b92fd29a,DRV-1990,3,Chicago,Wicker Park,Navy Pier,28.24,97,159.04,3.96,163.0,Digital Wallet,SUV,4.8,In Progress,2025-11-17 16:56:55.692343
fcf88b5e,DRV-5776,3,New York,Manhattan,LaGuardia Airport,3.96,16,11.09,3.64,14.73,Cash,SUV,4.92,In Progress,2025-11-17 16:56:53.813223
f6e63b92,DRV-1353,1,Miami,MIA Airport,South Beach,32.02,87,85.86,0.0,85.86,Cash,SUV,4.6,Cancelled,2025-11-17 16:56:51.962570
cf0d3c27,DRV-8664,2,Chicago,Wicker Park,O'Hare Airport,7.9,22,25.48,0.0,25.48,Corporate Account,Electric,4.55,Completed,2025-11-17 16:56:50.928633
0b3beed8,DRV-7386,1,San Francisco,Marina,Mission District,5.23,15,16.76,6.42,23.18,Cash,Economy,4.9,In Progress,2025-11-17 16:56:49.719833
bfd17b01,DRV-8887,1,Miami,South Beach,MIA Airport,19.51,86,57.33,8.79,66.12,Credit Card,Premium,4.64,Completed,2025-11-17 16:56:48.725407
fd28633c,DRV-7412,2,San Francisco,Downtown,Financial District,17.54,63,36.8,0.0,36.8,Debit Card,SUV,4.71,Cancelled,2025-11-17 16:56:47.809524
573b70b0,DRV-5874,1,Los Angeles,Beverly Hills,Venice Beach,7.12,20,34.69,7.64,42.33,Credit Card,SUV,4.61,In Progress,2025-11-17 16:56:46.810666
01b42c7d,DRV-4085,1,San Francisco,Financial District,Downtown,19.02,64,42.14,2.06,44.2,Cash,SUV,4.82,In Progress,2025-11-17 16:56:45.278113
9ceca710,DRV-4292,4,Los Angeles,Downtown,Santa Monica,25.4,66,50.93,0.0,50.93,Corporate Account,Electric,4.54,In Progress,2025-11-17 16:56:43.618814
b9215419,DRV-4379,4,Los Angeles,Venice Beach,LAX Airport,8.28,33,21.38,0.0,21.38,Corporate Account,Premium,4.9,In Progress,2025-11-17 16:56:43.005436
cc347be4,DRV-8268,4,Chicago,Navy Pier,O'Hare Airport,32.97,122,109.62,3.44,113.06,Cash,Electric,4.91,Cancelled,2025-11-17 16:56:41.643984
860db1ee,DRV-4038,2,New York,Queens,LaGuardia Airport,20.96,84,126.37,5.33,131.7,Digital Wallet,Electric,4.8,Completed,2025-11-17 16:56:40.402096
1dbf8fac,DRV-5812,1,Los Angeles,Hollywood,Santa Monica,23.95,92,49.48,6.01,55.49,Debit Card,Economy,4.95,Cancelled,2025-11-17 16:56:39.639188
6dd4b343,DRV-8985,4,Miami,Downtown,MIA Airport,14.65,50,27.58,4.26,31.84,Credit Card,Electric,4.71,Cancelled,2025-11-17 16:56:38.506146
f64d0e1a,DRV-5795,4,New York,Staten Island,Manhattan,14.17,52,45.03,4.36,49.39,Credit Card,Comfort,4.5,Completed,2025-11-17 16:56:37.090437
b209f7d8,DRV-8491,3,San Francisco,Marina,SFO Airport,31.47,100,91.92,5.63,97.55,Digital Wallet,Premium,4.67,In Progress,2025-11-17 16:56:35.200413
95b1a1f3,DRV-7208,3,Chicago,River North,Navy Pier,34.33,92,208.74,8.46,217.2,Corporate Account,Comfort,4.61,Cancelled,2025-11-17 16:56:34.488087
d277188c,DRV-3943,1,San Francisco,Downtown,Marina,19.08,79,58.71,8.02,66.73,Cash,Premium,4.6,In Progress,2025-11-17 16:56:33.959723
df577b35,DRV-5403,1,Los Angeles,Beverly Hills,Downtown,3.48,14,28.44,8.84,37.28,Corporate Account,Comfort,4.92,In Progress,2025-11-17 16:56:32.115755
d31e26e4,DRV-7562,2,Miami,Downtown,Wynwood,9.55,27,24.68,9.89,34.57,Digital Wallet,Economy,4.61,Cancelled,2025-11-17 16:56:30.443633
d54b18da,DRV-2076,3,San Francisco,Mission District,SFO Airport,27.39,121,52.53,6.22,58.75,Digital Wallet,Premium,4.8,Completed,2025-11-17 16:56:28.911053
6b30eb63,DRV-4791,2,Los Angeles,LAX Airport,Beverly Hills,18.76,70,54.09,0.0,54.09,Debit Card,Premium,4.68,In Progress,2025-11-17 16:56:27.817786
a6e026d6,DRV-2394,1,Los Angeles,Hollywood,Beverly Hills,2.85,10,12.32,5.67,17.99,Credit Card,Economy,4.75,Cancelled,2025-11-17 16:56:26.968972
ee66759a,DRV-8391,4,Chicago,O'Hare Airport,Loop,21.09,83,39.67,4.63,44.3,Corporate Account,Comfort,4.7,In Progress,2025-11-17 16:56:25.822984
30698349,DRV-8598,3,New York,Bronx,Brooklyn,34.6,154,94.64,6.98,101.62,Debit Card,Economy,4.53,In Progress,2025-11-17 16:56:24.225200
e53047d6,DRV-7379,1,Miami,Brickell,MIA Airport,33.66,95,65.53,0.0,65.53,Cash,Economy,4.97,In Progress,2025-11-17 16:56:22.717747
58348d7d,DRV-5528,3,Chicago,Wicker Park,O'Hare Airport,24.0,64,43.6,0.0,43.6,Credit Card,Comfort,4.73,In Progress,2025-11-17 16:56:21.360574
da539f34,DRV-8777,1,San Francisco,Mission District,SFO Airport,34.81,125,91.25,3.99,95.24,Cash,Economy,4.51,Cancelled,2025-11-17 16:56:19.567962
2cae83af,DRV-5185,1,Los Angeles,Downtown,Venice Beach,6.6,24,16.09,6.48,22.57,Debit Card,SUV,4.62,Cancelled,2025-11-17 16:56:18.592697
b7233032,DRV-4188,3,New York,LaGuardia Airport,JFK Airport,9.68,38,25.77,7.74,33.51,Cash,Electric,4.74,In Progress,2025-11-17 16:56:17.385103
664d22d2,DRV-4147,3,Los Angeles,Santa Monica,Hollywood,30.45,115,79.64,5.29,84.93,Corporate Account,Electric,4.97,In Progress,2025-11-17 16:56:16.839176
566d7874,DRV-4377,2,New York,LaGuardia Airport,Manhattan,3.39,14,13.29,4.72,18.01,Credit Card,SUV,4.85,Cancelled,2025-11-17 16:56:15.221858
ecae31aa,DRV-6786,3,Los Angeles,Venice Beach,Hollywood,10.5,45,21.38,0.0,21.38,Corporate Account,Economy,4.54,In Progress,2025-11-17 16:56:13.801916
9dd8f8cb,DRV-2743,3,New York,Manhattan,Brooklyn,28.9,119,152.75,0.0,152.75,Digital Wallet,Economy,4.77,In Progress,2025-11-17 16:56:12.774908
5407ff2c,DRV-6445,3,Los Angeles,Hollywood,Downtown,31.94,140,216.72,3.01,219.73,Credit Card,Premium,4.93,Cancelled,2025-11-17 16:56:10.988814
e5c47991,DRV-7862,3,Los Angeles,Venice Beach,Santa Monica,30.5,132,65.08,3.99,69.07,Debit Card,Electric,4.56,Completed,2025-11-17 16:56:09.840636
e2241172,DRV-2260,2,Los Angeles,Venice Beach,Hollywood,9.81,36,25.68,3.8,29.48,Corporate Account,SUV,4.99,In Progress,2025-11-17 16:56:09.305559
43859fe7,DRV-1036,1,New York,Manhattan,Bronx,7.45,24,24.29,7.36,31.65,Debit Card,Premium,4.71,Cancelled,2025-11-17 16:56:08.091508
f1fd97d3,DRV-2801,4,New York,Bronx,Brooklyn,22.43,96,65.25,6.03,71.28,Debit Card,Economy,4.59,In Progress,2025-11-17 16:56:06.985458
7f9ea73e,DRV-3162,1,New York,Brooklyn,Queens,4.41,11,13.41,0.0,13.41,Digital Wallet,Premium,4.56,Completed,2025-11-17 16:56:06.317650
1b2ea092,DRV-5526,4,Los Angeles,Downtown,Beverly Hills,4.58,17,17.76,2.69,20.45,Digital Wallet,Electric,4.77,In Progress,2025-11-17 16:56:04.722374
4b32a2d4,DRV-5700,3,Chicago,Navy Pier,Wicker Park,34.48,125,66.16,0.0,66.16,Digital Wallet,SUV,4.65,Cancelled,2025-11-17 16:56:03.130665
8ce57275,DRV-6105,1,San Francisco,Financial District,Mission District,8.21,29,27.67,0.0,27.67,Credit Card,Electric,4.57,Cancelled,2025-11-17 16:56:02.334759
86f20da1,DRV-2165,2,San Francisco,Marina,SFO Airport,3.72,9,36.03,0.0,36.03,Corporate Account,SUV,4.96,Cancelled,2025-11-17 16:56:01.187796
2c8533a5,DRV-7932,2,Miami,Wynwood,Brickell,17.01,47,33.87,3.5,37.37,Cash,Premium,4.76,In Progress,2025-11-17 16:55:59.360081
bffe972b,DRV-5972,1,San Francisco,SFO Airport,Mission District,26.69,90,78.01,0.0,78.01,Debit Card,Comfort,4.98,In Progress,2025-11-17 16:55:58.188056
fe3f5fda,DRV-6606,1,San Francisco,Marina,Fisherman's Wharf,21.31,82,60.0,8.34,68.34,Digital Wallet,Electric,4.98,In Progress,2025-11-17 16:55:57.462950
61a7efc1,DRV-2137,2,Miami,MIA Airport,Wynwood,10.45,44,27.38,4.09,31.47,Credit Card,Electric,4.68,Cancelled,2025-11-17 16:55:56.460176
3e33a1bb,DRV-2609,1,Los Angeles,Hollywood,Venice Beach,27.95,124,143.51,0.0,143.51,Corporate Account,Premium,4.96,Cancelled,2025-11-17 16:55:55.474320
990f0c52,DRV-4937,3,San Francisco,Fisherman's Wharf,Financial District,8.02,35,27.63,5.97,33.6,Cash,Economy,4.5,Cancelled,2025-11-17 16:55:54.271037
6ccda174,DRV-4238,1,San Francisco,Financial District,Fisherman's Wharf,20.18,69,72.37,0.0,72.37,Digital Wallet,SUV,4.94,In Progress,2025-11-17 16:55:53.038586
31c88258,DRV-2949,3,Chicago,Loop,Lincoln Park,34.75,145,84.3,7.43,91.73,Debit Card,Comfort,4.54,Completed,2025-11-17 16:55:51.223503
e80b7519,DRV-2552,4,San Francisco,Mission District,Financial District,24.06,62,68.35,3.61,71.96,Cash,Electric,4.77,Cancelled,2025-11-17 16:55:50.651463
bdc62255,DRV-2510,2,Miami,Brickell,MIA Airport,33.8,104,97.95,3.15,101.1,Debit Card,Economy,4.6,In Progress,2025-11-17 16:55:48.769812
193318ff,DRV-9373,3,San Francisco,Marina,Mission District,4.11,10,33.32,0.0,33.32,Cash,Electric,4.94,Completed,2025-11-17 16:55:48.115348
c2fc5b03,DRV-2170,3,Chicago,Wicker Park,Lincoln Park,22.15,65,58.11,0.0,58.11,Digital Wallet,Economy,4.63,Completed,2025-11-17 16:55:46.523535
fe1823b6,DRV-7021,1,Chicago,Wicker Park,O'Hare Airport,8.88,36,19.47,2.16,21.63,Credit Card,Electric,4.62,Completed,2025-11-17 16:55:45.896884
f4833acc,DRV-8018,2,Los Angeles,Downtown,Hollywood,28.86,74,81.99,3.66,85.65,Corporate Account,SUV,4.5,Cancelled,2025-11-17 16:55:44.569855
96c4d16d,DRV-7761,4,Chicago,Lincoln Park,Navy Pier,30.63,94,94.6,4.12,98.72,Debit Card,Comfort,4.53,Completed,2025-11-17 16:55:43.579959
52745001,DRV-4281,1,New York,Queens,LaGuardia Airport,8.86,35,18.86,0.0,18.86,Corporate Account,SUV,4.77,In Progress,2025-11-17 16:55:41.736215
26c04cb3,DRV-9717,3,Los Angeles,Santa Monica,Venice Beach,5.02,15,15.56,0.0,15.56,Corporate Account,Economy,4.9,Completed,2025-11-17 16:55:40.692513
020b3032,DRV-2221,3,Los Angeles,Venice Beach,Hollywood,21.24,93,38.28,3.4,41.68,Cash,Economy,4.6,In Progress,2025-11-17 16:55:38.833586
50f197bc,DRV-9425,1,Los Angeles,Downtown,Beverly Hills,17.84,53,53.53,8.47,62.0,Corporate Account,Comfort,4.69,Cancelled,2025-11-17 16:55:37.709896
60cfb30e,DRV-6371,4,San Francisco,Marina,SFO Airport,30.17,108,126.0,2.59,128.59,Debit Card,Economy,4.94,Cancelled,2025-11-17 16:55:35.963131
87c6c3da,DRV-6421,1,Los Angeles,Venice Beach,Beverly Hills,16.23,44,30.18,0.0,30.18,Digital Wallet,Electric,4.81,Cancelled,2025-11-17 16:55:34.666121
67363daf,DRV-4612,4,Chicago,O'Hare Airport,River North,21.61,96,62.57,5.77,68.34,Credit Card,Comfort,4.67,Cancelled,2025-11-17 16:55:32.761546
35c590d6,DRV-6388,2,New York,Bronx,LaGuardia Airport,3.76,11,11.78,0.0,11.78,Debit Card,Comfort,4.6,Cancelled,2025-11-17 16:55:31.491796
b17463f5,DRV-8476,2,Miami,Wynwood,Coral Gables,13.23,48,86.53,7.78,94.31,Digital Wallet,Premium,4.63,Completed,2025-11-17 16:55:29.841389
bad93ad4,DRV-2502,1,Los Angeles,Venice Beach,Santa Monica,22.94,59,62.63,6.68,69.31,Debit Card,Comfort,4.82,Completed,2025-11-17 16:55:28.961482
2a6f8862,DRV-9852,1,San Francisco,Fisherman's Wharf,Downtown,30.52,131,74.25,6.24,80.49,Debit Card,Economy,4.71,In Progress,2025-11-17 16:55:27.664867
73f1f8e5,DRV-3307,1,New York,JFK Airport,Manhattan,15.34,42,36.1,0.0,36.1,Corporate Account,Comfort,4.66,In Progress,2025-11-17 16:55:25.982545
28d4d7b7,DRV-3527,1,Miami,South Beach,Wynwood,12.16,32,26.83,9.26,36.09,Credit Card,Comfort,4.51,Cancelled,2025-11-17 16:55:25.276379
98eca391,DRV-8321,3,Miami,MIA Airport,Brickell,28.49,116,89.26,5.76,95.02,Corporate Account,Electric,4.53,In Progress,2025-11-17 16:55:24.401495
0fe7f702,DRV-1781,3,Los Angeles,LAX Airport,Venice Beach,22.01,79,60.2,9.0,69.2,Digital Wallet,Electric,4.55,In Progress,2025-11-17 16:55:23.320487
0d8e0ce8,DRV-4488,1,San Francisco,Downtown,Fisherman's Wharf,28.01,71,73.44,4.9,78.34,Debit Card,SUV,4.63,Cancelled,2025-11-17 16:55:21.888249
f0da5584,DRV-8642,2,New York,LaGuardia Airport,JFK Airport,30.41,109,68.14,3.25,71.39,Corporate Account,Economy,4.86,In Progress,2025-11-17 16:55:20.947853
41f34a8c,DRV-3298,3,San Francisco,SFO Airport,Fisherman's Wharf,10.35,36,25.72,3.06,28.78,Corporate Account,Electric,4.62,Cancelled,2025-11-17 16:55:19.063038
b60ce1ba,DRV-6251,3,San Francisco,SFO Airport,Financial District,20.24,64,49.06,0.0,49.06,Debit Card,Comfort,4.63,Cancelled,2025-11-17 16:55:17.243282
f2ecab75,DRV-4342,1,San Francisco,SFO Airport,Financial District,33.62,138,84.06,7.39,91.45,Cash,Comfort,4.55,Completed,2025-11-17 16:55:15.849826
51013ead,DRV-7833,3,Miami,Coral Gables,MIA Airport,25.08,93,52.6,4.98,57.58,Credit Card,Premium,4.61,Completed,2025-11-17 16:55:13.930162
623b116d,DRV-4942,2,Chicago,River North,Wicker Park,15.95,68,30.49,2.51,33.0,Credit Card,Premium,4.59,In Progress,2025-11-17 16:55:12.876782
a377d18c,DRV-8807,2,Chicago,Wicker Park,Navy Pier,20.95,84,52.24,4.85,57.09,Debit Card,Premium,4.87,Completed,2025-11-17 16:55:11.027145
912bec6b,DRV-4363,2,San Francisco,Financial District,Fisherman's Wharf,7.06,28,17.85,5.5,23.35,Digital Wallet,SUV,4.62,In Progress,2025-11-17 16:55:10.188197
9e3e3c8b,DRV-2035,3,Miami,Downtown,MIA Airport,7.6,26,26.82,7.19,34.01,Debit Card,Electric,5.0,In Progress,2025-11-17 16:55:08.568819
84a2527e,DRV-4548,4,Los Angeles,Beverly Hills,Hollywood,29.39,91,170.97,7.07,178.04,Corporate Account,Electric,4.63,Completed,2025-11-17 16:55:07.652289
7f5038f6,DRV-7451,2,Miami,Wynwood,Downtown,6.84,28,17.6,4.17,21.77,Corporate Account,Premium,4.89,In Progress,2025-11-17 16:55:06.402497
672fd6b5,DRV-3808,4,Miami,Wynwood,South Beach,25.36,78,51.65,7.7,59.35,Corporate Account,Electric,4.66,Completed,2025-11-17 16:55:05.733230
2c936721,DRV-2040,2,New York,Staten Island,Brooklyn,5.99,16,20.42,6.84,27.26,Debit Card,Comfort,4.85,Completed,2025-11-17 16:55:03.847740
ef5c318b,DRV-1916,4,Chicago,River North,Lincoln Park,8.54,30,29.67,0.0,29.67,Cash,SUV,4.88,Completed,2025-11-17 16:55:02.000701
12457335,DRV-8143,1,Miami,South Beach,Wynwood,6.13,22,15.72,6.41,22.13,Corporate Account,Premium,4.52,Completed,2025-11-17 16:55:00.441751
3dfb4033,DRV-9422,3,Chicago,Wicker Park,Navy Pier,21.45,73,94.95,2.52,97.47,Debit Card,SUV,4.69,In Progress,2025-11-17 16:54:59.104012
c800996d,DRV-2384,2,Los Angeles,Venice Beach,Hollywood,2.35,8,27.78,4.51,32.29,Corporate Account,Premium,4.75,In Progress,2025-11-17 16:54:57.593529
ad8db17a,DRV-7451,4,New York,Bronx,LaGuardia Airport,34.48,132,90.58,0.0,90.58,Cash,Economy,4.59,Cancelled,2025-11-17 16:54:55.913800
b002d299,DRV-4187,3,Los Angeles,Hollywood,Santa Monica,2.59,11,11.17,5.01,16.18,Digital Wallet,Comfort,4.9,Completed,2025-11-17 16:54:54.338879
92e94f7c,DRV-6599,3,San Francisco,SFO Airport,Marina,16.78,49,32.1,0.0,32.1,Cash,Electric,4.57,Completed,2025-11-17 16:54:53.431897
0680119c,DRV-1331,3,San Francisco,SFO Airport,Marina,12.83,49,25.05,8.19,33.24,Corporate Account,Premium,4.56,Cancelled,2025-11-17 16:54:52.753999
c71936a3,DRV-3996,3,San Francisco,SFO Airport,Financial District,5.56,14,18.26,6.18,24.44,Credit Card,Comfort,4.67,Cancelled,2025-11-17 16:54:51.602121
f08de2da,DRV-3574,3,Miami,Wynwood,Coral Gables,4.64,15,16.56,0.0,16.56,Debit Card,Electric,4.72,Completed,2025-11-17 16:54:50.539029
50110310,DRV-7699,2,Los Angeles,Venice Beach,Downtown,30.3,90,78.04,6.9,84.94,Cash,SUV,4.76,Cancelled,2025-11-17 16:54:48.586132
390eaca5,DRV-6669,3,New York,Manhattan,Queens,5.31,14,23.48,5.53,29.01,Digital Wallet,Electric,4.54,In Progress,2025-11-17 16:54:47.900587
abb85a9a,DRV-7667,1,San Francisco,Downtown,SFO Airport,34.5,118,156.94,6.03,162.97,Debit Card,SUV,4.93,Completed,2025-11-17 16:54:46.588946
79b14a18,DRV-5175,4,New York,Queens,Staten Island,18.62,56,41.95,2.09,44.04,Credit Card,Comfort,4.85,Completed,2025-11-17 16:54:45.071997
3a603510,DRV-4281,1,Miami,MIA Airport,Coral Gables,5.24,14,18.49,0.0,18.49,Corporate Account,SUV,4.57,Cancelled,2025-11-17 16:54:44.228512
8c5108e6,DRV-6382,3,San Francisco,Fisherman's Wharf,Downtown,4.82,21,16.37,2.43,18.8,Debit Card,SUV,4.52,Cancelled,2025-11-17 16:54:42.858780
d224016b,DRV-8920,1,San Francisco,Fisherman's Wharf,Financial District,22.29,70,59.64,0.0,59.64,Corporate Account,Premium,4.91,In Progress,2025-11-17 16:54:41.162308
2a547ea3,DRV-8006,2,Los Angeles,Hollywood,LAX Airport,23.04,69,57.53,7.24,64.77,Cash,Economy,4.96,Cancelled,2025-11-17 16:54:39.204843
92f7c043,DRV-8413,4,Chicago,Lincoln Park,Wicker Park,15.53,45,79.08,6.64,85.72,Corporate Account,Electric,4.88,In Progress,2025-11-17 16:54:37.693648
1667cbaf,DRV-6381,3,Los Angeles,Santa Monica,Beverly Hills,24.18,77,48.31,0.0,48.31,Corporate Account,Premium,4.69,Completed,2025-11-17 16:54:37.123357
8d785fb1,DRV-6552,4,Los Angeles,Downtown,Santa Monica,21.34,61,53.8,0.0,53.8,Cash,Premium,4.78,In Progress,2025-11-17 16:54:35.598654
ae881888,DRV-5592,3,Miami,Downtown,Wynwood,25.72,100,150.24,7.09,157.33,Digital Wallet,Comfort,4.58,Completed,2025-11-17 16:54:34.965813
c14fd135,DRV-9914,4,Chicago,Navy Pier,Loop,27.8,84,52.9,7.68,60.58,Corporate Account,Premium,4.52,Completed,2025-11-17 16:54:33.394749
1dfc1918,DRV-7468,4,San Francisco,Marina,SFO Airport,27.25,102,75.8,4.98,80.78,Cash,Premium,4.73,Completed,2025-11-17 16:54:31.789635
862d0cd2,DRV-3767,1,Chicago,Loop,Navy Pier,15.02,63,71.33,0.0,71.33,Credit Card,Comfort,4.77,Completed,2025-11-17 16:54:30.457158
843d4f29,DRV-2181,3,Chicago,O'Hare Airport,Navy Pier,9.33,32,22.43,7.12,29.55,Digital Wallet,Premium,4.81,Cancelled,2025-11-17 16:54:28.872657
